BERDO ID,Tax Parcel ID,Property Owner Name,Building Address ,Building Address City,Building Address Zip Code,Parcel Address ,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),"Renewable System Electricity Usage Onsite (kBtu)
",District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Water Usage Intensity (Gallons/ft²),Compliance Status,BERDO Reporting Status,Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA) ,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Cooresponding Campus ID,Notes,
100260,0300465000,a l house lp mass lp,65 martha rd,boston,02114,65 martha rd,boston,02114,131933,,Multifamily Housing,Multifamily Housing,64.3,59,8478488.6,4946068.9,3532419.7,,,,,,,,,,,,29.62,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
104420,0602750050,midway artist collective inc,15 channel center st,boston,02210,15 channel center st,boston,02127,201748,,Multifamily Housing,Multifamily Housing,36.9,63,7445256.2,2597610,4844886.5,,,,,,2760,,,,,,15.6,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
106528,0602754010,us vi tower point llc,27-43 wormwood st,boston,02127,27  43 wormwood st,boston,02127,156510,0,Office,"Data Center,Office,Parking",44.2,72,6917597.9,,6917598,,,,,,,,,,,,4.67,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,No,,,
105079,0302391000,pizzuti donato f,216-228 hanover street,boston,02113,216  228 hanover st,boston,02113,56148,,Multifamily Housing,,166,14,9319336.8,7157200.1,2162136.6,,,,,,,,,,,,60.38,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,No,,,
103932,2005752010,jer realty llc,1800 centre st,boston,02481,1804  1810 centre st,boston,02132,55929,0,Supermarket/Grocery Store,"Parking, Supermarket/Grocery Store",269.1,72,15048178.5,5339700.6,9708477.5,,,,,,,,,,,,27.16,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
106818,0305651001,citi performing arts center inc,270 tremont street,boston,02116,270 tremont st,boston,02116,88434,,Performing Arts,Performing Arts,93,,8224999.9,215853.4,4747705.9,,,,3261440.2,,,,,,,,10.03,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
106155,0602706000,three 26 a street condo tr,326 a st,boston,02210,326 a st,boston,02127,55000,,Multifamily Housing,"Multifamily Housing,Office",35.1,,1931339.1,1410900,520439.2,,,,,,,,,,,,6.67,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
105851,0601141000,south boston comm health,403-409a w broadway,boston,02127,403 409a w broadway,boston,02127,59640,,Medical Office,Medical Office,55.4,86,3305217.1,1100262.5,2204954.5,,,,,,,,,,,,4.98,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
101294,0302811000,boston view corp del corp,130-140 bowdoin st,boston,02108,140  130 bowdoin st,boston,02108,126480,5500,Multifamily Housing,"Multifamily Housing,Parking",63.6,92,8045340.1,5618916.8,2426423.3,,,,,,,,,,,,13.2,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
100729,1810945000,boston baptist college mass cp,950 metropolitan ave,boston,02136,950 metropolitan av,boston,02136,45725,,College/University,College/University,76.8,,3509731.6,2971619.6,538112,,,,,,,,,,,,22.43,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
105250,0300470050,rar2 50 staniford llc,50  60 staniford st,boston,02114,50  60 staniford st,boston,02114,220932,,Medical Office,Medical Office,69.5,92,15357017.9,279400,15077617.8,,,,,,,,,,,,15.31,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
101727,2200862010,charlesview housing lp mass lps,123 antwerp st,boston,02135,400 western av,boston,02135,369336,,Multifamily Housing,Multifamily Housing,51.6,81,19047314.4,10048100,8999214.8,,,,,,,,,,,,38.89,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
106112,0302953018,the residences at interconti,500 atlantic av,boston,02210,500 atlantic av,boston,02210,697555,125553,Hotel,,93.7,30,65339168.7,2573799.7,20706718.3,,,,42058650.9,,,,,,,,24.47,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
100001,0303060001,1 lovejoy wharf boston  realty llc,160 n. washington st.,boston,02114,160  170 n washington st,boston,02114,236688,,Office,,49.4,69,11692622.6,1390009.6,10302612.5,,,,,,,,,,,,7.46,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
106317,0504144000,trustees of boston university,700-704 beacon st,boston,02215,700  704 beacon st,boston,02215,37437,,College/University,College/University,34,,1273122.9,569071,704051.9,,,,,,,,,,,,0.49,in compliance,7 - berdo accepted,No,Yes,No,No,No,No,,,
104208,0304889000,masonic education & charity,183-186 tremont st,boston,02116,51  53 boylston st,boston,02116,101000,,Social/Meeting Hall,,45.5,,4597936.8,103300,883981,,,,3610655.8,,,,,,,,1.97,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,No,,,
105950,0203511400,starboard leasehold,45 first st,boston,02129,45 first st,boston,02129,47454,,Multifamily Housing,Multifamily Housing,39.7,93,1883852.2,1064300,819552.2,,,,,,,,,,,,22.15,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
105769,0500063000,shubert foundation inc,263-265 tremont steet,boston,02116,263  265 tremont st,boston,02116,41386,,Performing Arts,Performing Arts,83.8,,3469144.2,2662569.7,806574.6,,,,,,,,,,,,4.54,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
105030,0304681000,paulist religious property  trust,4-6 park st,boston,02108,4  6 park st,boston,02108,43000,,Worship Facility,"Residence Hall/Dormitory, Worship Facility",55.2,72,2374410.6,92014.3,771930.9,,,,1510465.4,,,,,,,,5.29,in compliance,7 - berdo accepted,No,Yes,Yes,Yes,No,No,,,
106767,0201806000,wise jerold i trst,509-523b medford st,boston,02129,511  523 medford st,boston,02129,37636,,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,37.7,,1418703.4,1286660.4,132043,,,,,,,,,,,,7.72,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
105037,0801401510,penmark condo tr,21 father francis gilday street,boston,02118,21 fr francis gilday st,boston,02118,81750,,Multifamily Housing,Multifamily Housing,48.6,79,3973961.2,2747900,1226061.3,,,,,,,,,,,,22.92,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
106539,1202455010,vbc housing lp mass lp,495 blue hill ave.,boston,02121,495 blue hill av,boston,02121,35772,,Multifamily Housing,Multifamily Housing,59.5,73,2129088.1,1668659.2,460428.9,,,,,,,,,,,,34.67,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
103888,0703638000,interstate uniform services corporation,80-82 e cottage st,boston,02125,80  82 e cottage st,boston,02125,45000,,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,162.6,,7317448,5024600.1,2292848,,,,,,,,,,,,232.54,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
105172,1807504000,preparatory foundation inc,885 river street,boston,02136,875  905 river st,boston,02136,81000,,K-12 School,,75.9,52,6147830,3183254.7,2964575.2,,,,,,,,,,,,0.71,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
103076,0900728000,four 34 mass ave llc mass llc,428-434 massachusetts ave,boston,02118,569  575 columbus av,boston,02118,58120,,Office,"Fast Food Restaurant,Office,Restaurant",14.5,99,841140.4,47400,793740.4,,,,,,,,,,,,2.05,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,No,,,
102636,1300952000,db pearl qalicb llc mass llc,196-198 quincy st,boston,02121,196  198 quincy st,boston,02121,36000,,Food Service,Food Service,191.5,,6895471.4,4752105.3,2143366.2,,,,,,,,,,,,332.45,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,No,,,
103903,1001850100,j p l development lps mass lps,315 centre street,boston,02130,315 centre st,boston,02130,43792,,Strip Mall,,66.2,,2898008.6,948600,1949408.7,,,,,,,,,,,,12.29,in compliance,7 - berdo accepted,Yes,No,No,No,No,No,,,
104495,2202115000,moscow michael b,180 north beacon street,boston,02135,glencoe st,boston,02135,42240,,Multifamily Housing,Multifamily Housing,80.9,33,3419107.8,2861552.9,557554.9,,,,,,,,,,,,105.75,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
104499,0504238000,moskow michael b ts,25-31 park drive,boston,02215,31  25 park dr,boston,02215,78582,,Multifamily Housing,Multifamily Housing,61.9,29,4867961.6,4095890.8,772070.8,,,,,,,,,,,,41.62,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
106786,2203801000,ymca,615 washington street,boston,02135,615 washington st,boston,02135,42045,,Fitness Center/Health Club/Gym,"Fitness Center/Health Club/Gym,Swimming Pool",172.8,,7266887.9,5211598.3,2055289.5,,,,,,,,,,,,28.14,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
103041,0703434000,fortress-boston corporation,83-105 boston st,boston,02125,83  105 boston st,boston,02125,43104,,Self-Storage Facility,Self-Storage Facility,42.6,,1837382.4,511895.5,1325486.9,,,,,,,,,,,,0.6,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
100665,1002334010,bickford street elderly hous,90 bickford st,boston,02130,90 bickford st,boston,02130,44920,,Multifamily Housing,Multifamily Housing,45.3,86,2036555.1,1189898.2,846656.8,,,,,,,,,,,,50.57,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
100341,0103704100,alden stearns realty tr llc mass llc,98r-100r condor st,boston,02128,98 r 100r condor st,boston,02128,46000,,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,31.9,,1467103.8,1205282.3,261821.5,,,,,,,,,,,,1.04,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,No,,,
106013,1901237000,sumner hill house condo tr,76 elm street,boston,02130,76 elm st,boston,02130,75400,,Multifamily Housing,,48.2,91,3631959.3,2324470.7,1307488.6,,,,,,,,,,,,34.58,in compliance,7 - berdo accepted,No,No,No,No,No,Yes,,,
103893,0800789000,iron mountain information  management inc,30-32 george st,boston,02119,32  30 george st,boston,02119,242500,,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,7.1,97,1733178.6,857723.2,875455.4,,,,,,,,,,,,0.1,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
103894,0800823000,iron mountain information  management inc,134 hampden st,boston,02119,134 hampden st,boston,02119,70752,,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,26.6,84,1882703.7,1661975.9,220727.8,,,,,,,,,,,,0.14,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
104058,0900660000,langham court apartments llc mass llc,508 shawmut ave,boston,02118,83 w springfield st,boston,02118,107340,10000,Multifamily Housing,"Multifamily Housing,Parking",59.7,58,6406555.8,4498179.9,1908376,,,,,,,,,,,,0.23,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,No,,,
100538,0800958000,barjan rlty company,82 gerard street,boston,02119,76  78 farnham st,boston,02119,40866,,Distribution Center,Distribution Center,66,40,2697692,2402361.2,295330.8,,,,,,,,,,,,0.52,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
104599,0402281000,new england conservatory,241 st. botolph street,boston,02115,241  247 st botolph st,boston,02115,60000,,College/University,College/University,38.6,,2314480.2,2239125.6,75354.6,,,,,,,,,,,,2.31,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
106442,0501320000,umnv 126 newbury llc,126 newbury street,boston,02116,126  120 newbury st,boston,02116,46344,,Office,Office,47.3,54,2193943.3,,2193943.3,,,,,,,,,,,,2.97,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
105642,0401146000,se berkeley street llc a mass llc,140-144 berkeley street,boston,02116,140  144 berkeley st,boston,02116,116766,,Office,"Office, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant, Retail Store",70.9,91,8284495.8,,2295572.1,,,,,,5988923.8,,,,,,18.74,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
106412,0503201000,two hundred newbury st corp,200 newbury street,boston,02116,200 newbury st,boston,02116,43155,12000,Retail Store,"Office, Parking, Retail Store",47.8,52,2061937.3,,2061937.5,,,,,,,,,,,,13.35,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
102630,0503917000,daughters of mary,20 charlesgate w,boston,02215,20 charlesgate west,boston,02215,58320,,Multifamily Housing,Multifamily Housing,86.6,44,5047790.9,4314338.6,733452.4,,,,,,,,,,,,23.08,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,No,,,
106165,1200967000,three 84 warren st llc mass llc,384 warren st,boston,02119,384 384b warren st,boston,02119,33750,,K-12 School,Other - Education,22.9,98,773419.5,309300,464119.3,,,,,,,,,,,,11.2,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
100008,0602671039,100 northern avenue llc,100 northern avenue,boston,02210,90  110 northern av,boston,02210,572998,166100,Office,,68.9,60,39481789.3,11160766.3,28321022.8,,,,,,,,,,,,8.51,in compliance,7 - berdo accepted,No,No,No,Yes,No,Yes,,,
104920,1600579000,one-03 clayton street llc,103 clayton st,boston,02122,103 clayton st,boston,02122,40696,,Other - Services,,47,,1914357,1054600,859757.1,,,,,,,,,,,,18.39,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
104391,0602665000,mept seaport 12 farnsworth llc,12 farnsworth street,boston,02210,12  22 farnsworth st,boston,02210,58750,,Office,"Office, Retail Store",46.7,,2744280.9,367200,2377080.7,,,,,,,,,,,,15.22,in compliance,7 - berdo accepted,Yes,No,No,No,No,No,,,
104398,0602694000,mept seaport 343 congress llc,343 congress street,boston,02210,343 congress st,boston,02210,119643,8507,Office,"Data Center, Office, Parking, Restaurant",92.4,54,11050959.6,1260000,9790959.2,,,,,,,,,,,,9.39,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
103177,0203510100,general hospital corp,199 13th st.,boston,02129-2000,thirteenth st,boston,02129,649134,649134,Parking,,3.8,,2436511.4,,2436511.6,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,Yes,No,No,No,,,
104435,0202350000,mishawum assisted living,9 w school st,boston,02129,9 w school st,boston,02129,45106,,Multifamily Housing,,70.7,46,3190132.6,2005344.2,1184788.3,,,,,,,,,,,,29.96,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
100116,0602763010,311 sumner avenue inc,311 summer st,boston,02210,323  329 a st,boston,02127,57865,,Office,Office,58.9,45,3410955.6,1238600,2172355.6,,,,,,,,,,,,6.26,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
100757,0702972010,boston collegiate charter,11 mayhew street,boston,02125,11 mayhew st,boston,02125,60133,,K-12 School,K-12 School,53.4,72,3213349.7,2060283.7,1153066,,,,,,,,,,,,3.55,in compliance,7 - berdo accepted,No,No,Yes,No,No,No,,,
103948,2101272000,joseph p kennedy jr,#N/A,boston,02135,80  30 warren st,boston,02135,75096,,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),205.2,100,15405993.7,9035742.5,6370251.8,,,,,,,,,,,,23.32,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
105564,0902453000,ruggles assisted living lp mass lp,25 ruggles street,boston,02119,25 ruggles st,boston,02119,16474,,Multifamily Housing,,101.3,42,1669203.5,977883.9,691319.7,,,,,,,,,,,,35.5,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
102735,0801448000,east concord street lps mass lp,1640 washington street,boston,02118,1640 washington st,boston,02118,43375,,Multifamily Housing,,55.2,67,2393712.3,1764742.1,628970.1,,,,,,,,,,,,13.44,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
100435,0602765030,asb summer street venture llc,333 summer st,boston,02210,337  347 summer st,boston,02210,117801,,Office,Office,36.4,68,4289414.6,47635.5,4241777.9,,,,,,,,,,,,3.58,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,No,,,
100436,0503128000,asb/blatteis 801 boylston  llc,801-807 boylston st,boston,02116,801  807 boylston st,boston,02116,30954,,Office,Office,69.1,38,2139598.1,805999.7,1333598.3,,,,,,,,,,,,1.65,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
104106,0300028000,lindsay place condo tr,11-17 bowdoin st,boston,02114,11  27 bowdoin st,boston,02114,51000,,Multifamily Housing,Multifamily Housing,55.7,81,2841025.6,2238118.4,602907.2,,,,,,,,,,,,18.72,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,No,,,
102944,2201749000,fifteen north beacon st cond condo tr,15 n beacon st,boston,02134,15 n beacon st,boston,02134,228988,,Multifamily Housing,Multifamily Housing,71.4,47,16345174,11787038.8,4558135.2,,,,,,,,,,,,28.46,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
100016,0304578000,101 summer street inc,101 summer street,boston,02110,101  111 summer st,boston,02110,52651,,Office,Office,71.4,47,3758876.9,1253107.5,2505769.4,,,,,,,,,,,,13.12,in compliance,7 - berdo accepted,Yes,No,No,Yes,No,No,,,
102796,2101528000,element brainerd llc,65 brainerd rd,boston,02134,9  23 griggs st,boston,02134,79949,0,Multifamily Housing,"Multifamily Housing,Parking",46.1,92,3683182.2,1620700,2062482.3,,,,,,,,,,,,55.22,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,No,,,
102769,2101478000,edge brainerd llc,60-66 brainerd rd,boston,02134,60  66 brainerd rd,boston,02134,64079,0,Multifamily Housing,"Multifamily Housing, Parking",45.3,98,2905608.5,1478700,1426908.6,,,,,,,,,,,,32.46,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,Yes,,,
102755,2101529000,eco brainerd llc,75 brainerd rd,boston,02134,75 brainerd rd,boston,02134,97476,19386,Multifamily Housing,"Multifamily Housing,Parking",34,99,3310678.7,1375900,1934778.7,,,,,,,,,,,,20.65,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,Yes,,,
100323,0301560010,aimco one canal street llc,1 canal street,boston,02114,1 canal st,boston,02114,273110,,Multifamily Housing,,,8,17136883.5,3524986.3,13611897.6,,,,,,,,,,,,30.65,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
106687,0701436000,waterview associates lps,1350 columbia rd,boston,02127,1350 columbia rd,boston,02127,41739,,Multifamily Housing,Multifamily Housing,55,86,2296154.7,1696195.5,599959.3,,,,,,,,,,,,26.12,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
103666,0602640010,hhlp boston seaport,70 sleeper st,boston,02210,66 sleeper st,boston,02210,83701,,Hotel,Hotel,103.1,48,8629181.6,3824999.9,4804181.3,,,,,,,,,,,,42.17,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
105438,1806016300,roslindale senior,15 blue ledge dr,boston,02131,washington st,boston,02131,72186,,Multifamily Housing,Multifamily Housing,61.3,74,4422978.3,2921707.1,1501271.1,,,,,,,,,,,,23.11,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
105853,0601507001,south boston non profit,225 w second st,boston,02127,225 w second st,boston,02127,58304,,Multifamily Housing,Multifamily Housing,60.5,78,3526843,2388745.9,1138097.2,,,,,,,,,,,,32.2,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
102170,0203350010,city square elderly housing,39-49 warren st,boston,02129,42 park st,boston,02129,95760,,Multifamily Housing,Multifamily Housing,53.4,92,5116110,3440222.1,1675888.1,,,,,,,,,,,,32.95,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
104371,1103774000,mcleod robert n,131 morton st,boston,02130,131  141 morton st,boston,02130,52300,,Multifamily Housing,Multifamily Housing,61.1,60,3194985.4,2182295,1012690.5,,,,,,,,,,,,50.32,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
